ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	NOTE	TOKENS	TYPE
1448	b .	724	步 (shang)	Baxter		?	b .	2 shang
1449	m ĭ	725	武 (shang)	Zhou		?	m ĭ	2 shang
1450	m j	725	武 (shang)	Baxter		?	m j	2 shang
2383	ĭ u . ˥	1192	武 (xia)	Zhou		?	ĭ u . ˥	2 xia
2384	j u . X	1192	武 (xia)	Baxter		?	j u . X	2 xia
689	bʰ .	345	歩 (shang)	Zhou		?	bʰ .	1 shang
690	b .	345	歩 (shang)	Baxter		?	b .	1 shang
961	ĭw ɛi . ˩˥	481	歳 (xia)	Zhou		?	ĭw ɛi . ˩˥	1 xia
962	jw ej . H	481	歳 (xia)	Baxter		?	jw ej . H	1 xia
2385	i e k .	1193	歷 (xia)	Zhou		?	i e k .	2 xia
2386	. e k .	1193	歷 (xia)	Baxter		?	. e k .	2 xia
963	ĭw əi . ˥˩	482	歸 (xia)	Zhou		?	ĭw əi . ˥˩	1 xia
964	jw ɨj . .	482	歸 (xia)	Baxter		?	jw ɨj . .	1 xia
2387	i e n ˥	1194	殄 (xia)	Zhou		?	i e n ˥	2 xia
2388	. e n X	1194	殄 (xia)	Baxter		?	. e n X	2 xia
691	ʑ .	346	殊 (shang)	Zhou		?	ʑ .	1 shang
692	dzy .	346	殊 (shang)	Baxter		?	dzy .	1 shang
693	ʑ .	347	殖 (shang)	Zhou		?	ʑ .	1 shang
694	dzy .	347	殖 (shang)	Baxter		?	dzy .	1 shang
2389	ĭ ĕ n ˥	1195	殞 (xia)	Zhou		?	ĭ ĕ n ˥	2 xia
2390	. i n X	1195	殞 (xia)	Baxter		?	. i n X	2 xia
2391	u ɑ n ˩˥	1196	段 (xia)	Zhou		?	u ɑ n ˩˥	2 xia
2392	w a n H	1196	段 (xia)	Baxter		?	w a n H	2 xia
405	ĭw e . ˥	203	毁 (xia)	Zhou	ŋĭwe˥	?	ĭw e . ˥	0 xia
406	jw e . X	203	毁 (xia)	Baxter	ŋĭwe˥	?	jw e . X	0 xia
695	m u	348	母 (shang)	Zhou		?	m u	1 shang
696	m .	348	母 (shang)	Baxter		?	m .	1 shang
2393	u o k .	1197	毒 (xia)	Zhou		?	u o k .	2 xia
2394	. ow k .	1197	毒 (xia)	Baxter		?	. ow k .	2 xia
119	p .	60	比 (shang)	Zhou	pæŋ˩˥	?	p .	0 shang
120	p .	60	比 (shang)	Baxter	pæŋ˩˥	?	p .	0 shang
1451	bʰ ĭ	726	毗 (shang)	Zhou		?	bʰ ĭ	2 shang
1452	b j	726	毗 (shang)	Baxter		?	b j	2 shang
965	. ɑu . ˥˩	483	毛 (xia)	Zhou		?	. ɑu . ˥˩	1 xia
966	. aw . .	483	毛 (xia)	Baxter		?	. aw . .	1 xia
697	ʑ .	349	氏 (shang)	Zhou		?	ʑ .	1 shang
698	dzy .	349	氏 (shang)	Baxter		?	dzy .	1 shang
2395	ĭ e . ˥	1198	氏 (xia)	Zhou		?	ĭ e . ˥	2 xia
2396	j e . X	1198	氏 (xia)	Baxter		?	j e . X	2 xia
967	w i . ˥	484	水 (xia)	Zhou		?	w i . ˥	1 xia
968	w ij . X	484	水 (xia)	Baxter		?	w ij . X	1 xia
1453	. ĭw	727	永 (shang)	Zhou		?	. ĭw	2 shang
1454	h jw	727	永 (shang)	Baxter		?	h jw	2 shang
2397	ĭ ɐ ŋ ˥	1199	永 (xia)	Zhou		?	ĭ ɐ ŋ ˥	2 xia
2398	j æ ng X	1199	永 (xia)	Baxter		?	j æ ng X	2 xia
407	ĭ ĕ p .	204	汁 (xia)	Zhou	tɕʰĭĕp	?	ĭ ĕ p .	0 xia
408	j i p .	204	汁 (xia)	Baxter	tɕʰĭĕp	?	j i p .	0 xia
1455	gʰ ĭw	728	求 (shang)	Zhou		?	gʰ ĭw	2 shang
1456	g jw	728	求 (shang)	Baxter		?	g jw	2 shang
2399	ĭ əu . ˩	1200	求 (xia)	Zhou		?	ĭ əu . ˩	2 xia
2400	j uw . .	1200	求 (xia)	Baxter		?	j uw . .	2 xia
1457	nʑ ĭ	729	汝 (shang)	Zhou		?	nʑ ĭ	2 shang
1458	ny .	729	汝 (shang)	Baxter		?	ny .	2 shang
2401	. ɔ ŋ ˥˩	1201	江 (xia)	Zhou		?	. ɔ ŋ ˥˩	2 xia
2402	. æw ng .	1201	江 (xia)	Baxter		?	. æw ng .	2 xia
1459	ɖʰ ĭ	730	池 (shang)	Zhou		?	ɖʰ ĭ	2 shang
1460	dr j	730	池 (shang)	Baxter		?	dr j	2 shang
2403	iw e t .	1202	決 (xia)	Zhou		?	iw e t .	2 xia
2404	w e t .	1202	決 (xia)	Baxter		?	w e t .	2 xia
2405	u o k .	1203	沃 (xia)	Zhou		?	u o k .	2 xia
2406	. ow k .	1203	沃 (xia)	Baxter		?	. ow k .	2 xia
969	u ə t .	485	沒 (xia)	Zhou		?	u ə t .	1 xia
970	w o t .	485	沒 (xia)	Baxter		?	w o t .	1 xia
2407	. ɒ p .	1204	沓 (xia)	Zhou		?	. ɒ p .	2 xia
2408	. o p .	1204	沓 (xia)	Baxter		?	. o p .	2 xia
121	ʃ w	61	沙 (shang)	Zhou	ʃwa˥	?	ʃ w	0 shang
122	sr w	61	沙 (shang)	Baxter	ʃwa˥	?	sr w	0 shang
2409	. ɑ . ˩	1205	河 (xia)	Zhou		?	. ɑ . ˩	2 xia
2410	. a . .	1205	河 (xia)	Baxter		?	. a . .	2 xia
2411	ĭw əi . ˩˥	1206	沸 (xia)	Zhou		?	ĭw əi . ˩˥	2 xia
2412	j ɨj . H	1206	沸 (xia)	Baxter		?	j ɨj . H	2 xia
1461	ɖʰ ĭ	731	治 (shang)	Zhou		?	ɖʰ ĭ	2 shang
1462	dr j	731	治 (shang)	Baxter		?	dr j	2 shang
2413	ĭ ɛu . ˥	1207	沼 (xia)	Zhou		?	ĭ ɛu . ˥	2 xia
2414	. ew . X	1207	沼 (xia)	Baxter		?	j ew . X	2 xia
699	x ĭw	350	況 (shang)	Zhou		?	x ĭw	1 shang
700	x jw	350	況 (shang)	Baxter		?	x jw	1 shang
2415	ĭw a ŋ ˩˥	1208	況 (xia)	Zhou		?	ĭw a ŋ ˩˥	2 xia
2416	j a ng H	1208	況 (xia)	Baxter		?	j a ng H	2 xia
409	ĭw ɛ n ˥˩	205	泉 (xia)	Zhou	tsĭwɛn˥˩	?	ĭw ɛ n ˥˩	0 xia
410	jw e n .	205	泉 (xia)	Baxter	tsĭwɛn˥˩	?	jw e n .	0 xia
2417	ĭw ɐ p .	1209	法 (xia)	Zhou		?	ĭw ɐ p .	2 xia
2418	j o p .	1209	法 (xia)	Baxter		?	j o p .	2 xia
3189	jw o m H	1594	泛 (xia)	Baxter	bʰĭwɐm˩˥	new	jw o m H	
3190	ĭw ɐ m ˩˥	1594	泛 (xia)	Zhou		new	ĭw ɐ m ˩˥	
2419	u ɑ . ˩	1210	波 (xia)	Zhou		?	u ɑ . ˩	2 xia
2420	. a . .	1210	波 (xia)	Baxter		?	. a . .	2 xia
411	ĭ u . ˩˥	206	注 (xia)	Zhou	ʧʰĭu˩˥ / ţʰĭu˩˥	?	ĭ u . ˩˥	0 xia
412	j uw . H	206	注 (xia)	Baxter	ʧʰĭu˩˥ / ţʰĭu˩˥	?	j u . H	0 xia
971	iw e n ˥	486	泫 (xia)	Zhou		?	iw e n ˥	1 xia
972	w e n X	486	泫 (xia)	Baxter		?	w e n X	1 xia
1463	l .	732	洛 (shang)	Zhou		?	l .	2 shang
1464	l .	732	洛 (shang)	Baxter		?	l .	2 shang
701	. w	351	洧 (shang)	Zhou		?	. w	1 shang
702	h w	351	洧 (shang)	Baxter		?	h w	1 shang
2421	w i . ˥	1211	洧 (xia)	Zhou		?	w i . ˥	2 xia
2422	w ij . X	1211	洧 (xia)	Baxter		?	w ij . X	2 xia
2423	ĭ o . ˩˥	1212	洳 (xia)	Zhou		?	ĭ o . ˩˥	2 xia
2424	j o . H	1212	洳 (xia)	Baxter		?	j o . H	2 xia
973	u ɑ t .	487	活 (xia)	Zhou		?	u ɑ t .	1 xia
974	w a t .	487	活 (xia)	Baxter		?	w a t .	1 xia
2425	. ɐ p .	1213	洽 (xia)	Zhou		?	. ɐ p .	2 xia
2426	. ɛ p .	1213	洽 (xia)	Baxter		?	. ɛ p .	2 xia
2427	ĭ əu . ˥˩	1214	流 (xia)	Zhou		?	ĭ əu . ˥˩	2 xia
2428	j uw . .	1214	流 (xia)	Baxter		?	j uw . .	2 xia
2429	. ɑu . ˥	1215	浩 (xia)	Zhou		?	. ɑu . ˥	2 xia
2430	. aw . X	1215	浩 (xia)	Baxter		?	. aw . X	2 xia
2431	. ɑ ŋ ˩˥	1216	浪 (xia)	Zhou		?	. ɑ ŋ ˩˥	2 xia
2432	. a ng H	1216	浪 (xia)	Baxter		?	. a ng H	2 xia
123	bʰ ĭw	62	浮 (shang)	Zhou	bʰĭwəi˥	?	bʰ ĭw	0 shang
124	b j	62	浮 (shang)	Baxter	bʰĭwəi˥	?	b j	0 shang
2433	ĭ əu . ˩	1217	浮 (xia)	Zhou		?	ĭ əu . ˩	2 xia
2434	j uw . .	1217	浮 (xia)	Baxter		?	j uw . .	2 xia
3166	x .	1574	海 (shang)	Baxter	xɒi˩˥', '海		x .	
3167	x .	1574	海 (shang)	Zhou	xɒi˩˥', '海		x .	
975	ĭ ɛu . ˥˩	488	消 (xia)	Zhou		?	ĭ ɛu . ˥˩	1 xia
976	j ew . .	488	消 (xia)	Baxter		?	j ew . .	1 xia
2435	ĭ ɛ p .	1218	涉 (xia)	Zhou		?	ĭ ɛ p .	2 xia
2436	j e p .	1218	涉 (xia)	Baxter		?	j e p .	2 xia
413	i e ŋ ˥	207	涬 (xia)	Zhou	ʔieŋ˥	?	i e ŋ ˥	0 xia
414	j e ng X	207	涬 (xia)	Baxter	ʔieŋ˥	?	j e ng X	0 xia
977	ĭ ĕ m .	489	淫 (xia)	Zhou		?	ĭ ĕ m .	1 xia
978	j i m .	489	淫 (xia)	Baxter		?	j i m .	1 xia
415	w ɐi . ˥˩	208	淮 (xia)	Zhou	kʰwɐi˥˩	?	w ɐi . ˥˩	0 xia
416	w oj . .	208	淮 (xia)	Baxter	kʰwɐi˥˩	?	w oj . .	0 xia
2437	ĭ ĕ m ˩	1219	深 (xia)	Zhou		?	ĭ ĕ m ˩	2 xia
2438	. i m .	1219	深 (xia)	Baxter		?	. i m .	2 xia
979	ĭ ɛ m ˩	490	淹 (xia)	Zhou		?	ĭ ɛ m ˩	1 xia
980	j e m .	490	淹 (xia)	Baxter		?	j e m .	1 xia
2439	ĭ ɛ n ˥	1220	淺 (xia)	Zhou		?	ĭ ɛ n ˥	2 xia
2440	j e n X	1220	淺 (xia)	Baxter		?	j e n X	2 xia
2441	ĭ o . ˥	1221	渚 (xia)	Zhou		?	ĭ o . ˥	2 xia
2442	j o . X	1221	渚 (xia)	Baxter		?	j o . X	2 xia
2443	. ɐ m ˥	1222	減 (xia)	Zhou		?	. ɐ m ˥	2 xia
2444	. ɛ m X	1222	減 (xia)	Baxter		?	. ɛ m X	2 xia
1465	gʰ ĭ	733	渠 (shang)	Zhou		?	gʰ ĭ	2 shang
1466	g j	733	渠 (shang)	Baxter		?	g j	2 shang
1467	ʧʰ ĭ	734	測 (shang)	Zhou		?	ʧʰ ĭ	2 shang
1468	tsrh j	734	測 (shang)	Baxter		?	tsrh j	2 shang
2445	u ə n ˥˩	1223	渾 (xia)	Zhou		?	u ə n ˥˩	2 xia
2446	w o n .	1223	渾 (xia)	Baxter		?	w o n .	2 xia
417	u o ŋ ˥	209	湩 (xia)	Zhou	muoŋ˥	?	u o ŋ ˥	0 xia
418	w ow ng X	209	湩 (xia)	Baxter	muoŋ˥	?	w ow ng X	0 xia
1469	tʰ .	735	湯 (shang)	Zhou		?	tʰ .	2 shang
1470	th .	735	湯 (shang)	Baxter		?	th .	2 shang
2447	ĭu ĕ n ˥	1224	準 (xia)	Zhou		?	ĭu ĕ n ˥	2 xia
2448	w i n X	1224	準 (xia)	Baxter		?	w i n X	2 xia
419	ĭ əu . ˩˥	210	溜 (xia)	Zhou	tsʰĭəu˩˥	?	ĭ əu . ˩˥	0 xia
420	j uw . H	210	溜 (xia)	Baxter	tsʰĭəu˩˥	?	j uw . H	0 xia
703	pʰ .	352	滂 (shang)	Zhou		?	pʰ .	1 shang
704	ph .	352	滂 (shang)	Baxter		?	ph .	1 shang
421	ĭ ɛ t .	211	滅 (xia)	Zhou	pʰĭɛt	?	ĭ ɛ t .	0 xia
422	j e t .	211	滅 (xia)	Baxter	pʰĭɛt	?	j e t .	0 xia
423	w æ t .	212	滑 (xia)	Zhou	ţwæt / ɳwæt / kwæt / ʧwæt / kʰwæt	?	w æ t .	0 xia
424	w ɛ t .	212	滑 (xia)	Baxter	ţwæt / ɳwæt / kwæt / ʧwæt / kʰwæt	?	w ɛ t .	0 xia
2449	. ə ŋ ˥˩	1225	滕 (xia)	Zhou		?	. ə ŋ ˥˩	2 xia
2450	. o ng .	1225	滕 (xia)	Baxter		?	. o ng .	2 xia
2451	u ɑ n ˥	1226	滿 (xia)	Zhou		?	u ɑ n ˥	2 xia
2452	w a n X	1226	滿 (xia)	Baxter		?	w a n X	2 xia
3209	. əu . ˩˥	1603	漏 (xia)	Zhou	xəu˩˥	new	. əu . ˩˥	
3210	. uw H	1603	漏 (xia)	Baxter		new	. uw . H	
425	. ɒi . ˩˥	213	漑 (xia)	Zhou	ŋɒi˩˥	?	. ɒi . ˩˥	0 xia
426	. oj . H	213	漑 (xia)	Baxter	ŋɒi˩˥	?	. oj . H	0 xia
2453	ĭ ɛ n ˥	1227	演 (xia)	Zhou		?	ĭ ɛ n ˥	2 xia
2454	j e n X	1227	演 (xia)	Baxter		?	j e n X	2 xia
2455	u ɑ n ˩˥	1228	漫 (xia)	Zhou		?	u ɑ n ˩˥	2 xia
2456	. a n H	1228	漫 (xia)	Baxter		?	. a n H	2 xia
125	dzʰ i	63	漸 (shang)	Zhou	dzʰiem˩˥	?	dzʰ i	0 shang
126	dz j	63	漸 (shang)	Baxter	dzʰiem˩˥	?	dz j	0 shang
427	ĭ ɛ m ˥	214	漸 (xia)	Zhou	tsʰĭɛm˥	?	ĭ ɛ m ˥	0 xia
428	j e m X	214	漸 (xia)	Baxter	tsʰĭɛm˥	?	j e m X	0 xia
2457	ĭw ɛ ŋ ˥	1229	潁 (xia)	Zhou		?	ĭw ɛ ŋ ˥	2 xia
2458	jwi e ng X	1229	潁 (xia)	Baxter		?	jwi e ng X	2 xia
429	u ɑ n ˥˩	215	潘 (xia)	Zhou	puɑn˥˩	?	u ɑ n ˥˩	0 xia
430	. a n .	215	潘 (xia)	Baxter	puɑn˥˩	?	. a n .	0 xia
2459	. a n ˩˥	1230	澗 (xia)	Zhou		?	. a n ˩˥	2 xia
2460	. æ n H	1230	澗 (xia)	Baxter		?	. æ n H	2 xia
981	i e k .	491	激 (xia)	Zhou		?	i e k .	1 xia
982	. e k .	491	激 (xia)	Baxter		?	. e k .	1 xia
2461	. ɑ m ˩˥	1231	濫 (xia)	Zhou		?	. ɑ m ˩˥	2 xia
2462	. a m H	1231	濫 (xia)	Baxter		?	. a m H	2 xia
705	x u	353	火 (shang)	Zhou		?	x u	1 shang
706	x w	353	火 (shang)	Baxter		?	x w	1 shang
2463	u ɑ . ˥	1232	火 (xia)	Zhou		?	u ɑ . ˥	2 xia
2464	w a . X	1232	火 (xia)	Baxter		?	w a . X	2 xia
983	u ɒi . ˩	492	灰 (xia)	Zhou		?	u ɒi . ˩	1 xia
984	w oj . .	492	灰 (xia)	Baxter		?	w oj . .	1 xia
2465	ĭ a k .	1233	灼 (xia)	Zhou		?	ĭ a k .	2 xia
2466	j æ k .	1233	灼 (xia)	Baxter		?	j a k .	2 xia
2467	ĭ ɛ m ˥˩	1234	炎 (xia)	Zhou		?	ĭ ɛ m ˥˩	2 xia
2468	j e m .	1234	炎 (xia)	Baxter		?	j e m .	2 xia
985	ĭ ɛ k .	493	炙 (xia)	Zhou		?	ĭ ɛ k .	1 xia
986	j e k .	493	炙 (xia)	Baxter		?	j e k .	1 xia
987	i əu . ˥˩	494	烋 (xia)	Zhou		?	i əu . ˥˩	1 xia
988	j iw . .	494	烋 (xia)	Baxter		?	j iw . .	1 xia
1471	ʔ .	736	烏 (shang)	Zhou		?	ʔ .	2 shang
1472	' .	736	烏 (shang)	Baxter		?	' .	2 shang
2469	. u . ˥˩	1235	烏 (xia)	Zhou		?	. u . ˥˩	2 xia
2470	. u . .	1235	烏 (xia)	Baxter		?	. u . .	2 xia
127	ʔ i	64	烟 (shang)	Zhou	ʔieŋ˥	?	ʔ i	0 shang
128	' j	64	烟 (shang)	Baxter	ʔieŋ˥	?	' j	0 shang
2471	ĭ ɛ n ˩	1236	焉 (xia)	Zhou		?	ĭ ɛ n ˩	2 xia
2472	j e n .	1236	焉 (xia)	Baxter		?	j e n .	2 xia
1473	m ĭw	737	無 (shang)	Zhou		?	m ĭw	2 shang
1474	m j	737	無 (shang)	Baxter		?	m j	2 shang
2473	ĭ u . ˥˩	1237	無 (xia)	Zhou		?	ĭ u . ˥˩	2 xia
2474	j u . .	1237	無 (xia)	Baxter		?	j u . .	2 xia
431	ĭ ɛu . ˩	216	焦 (xia)	Zhou	dzʰĭɛu˩	?	ĭ ɛu . ˩	0 xia
432	j ew . .	216	焦 (xia)	Baxter	dzʰĭɛu˩	?	j ew . .	0 xia
2475	ĭ ə n ˩˥	1238	焮 (xia)	Zhou		?	ĭ ə n ˩˥	2 xia
2476	j ɨ n H	1238	焮 (xia)	Baxter		?	j ɨ n H	2 xia
2477	ĭ ɛ n ˥˩	1239	然 (xia)	Zhou		?	ĭ ɛ n ˥˩	2 xia
2478	j e n .	1239	然 (xia)	Baxter		?	j e n .	2 xia
1475	tɕ ĭ	738	煑 (shang)	Zhou		?	tɕ ĭ	2 shang
1476	tsy .	738	煑 (shang)	Baxter		?	tsy .	2 shang
433	i e n ˥˩	217	煙 (xia)	Zhou	xien˥˩	?	i e n ˥˩	0 xia
434	j e n .	217	煙 (xia)	Baxter	xien˥˩	?	j e n .	0 xia
2479	ĭ ɛu . ˩˥	1240	照 (xia)	Zhou		?	ĭ ɛu . ˩˥	2 xia
2480	. ew . H	1240	照 (xia)	Baxter		?	. ew . H	2 xia
989	ĭw ɐ n ˥˩	495	煩 (xia)	Zhou		?	ĭw ɐ n ˥˩	1 xia
990	j o n .	495	煩 (xia)	Baxter		?	j o n .	1 xia
991	ĭ ɛ t .	496	熱 (xia)	Zhou		?	ĭ ɛ t .	1 xia
992	j e t .	496	熱 (xia)	Baxter		?	j e t .	1 xia
1477	j ĭw	739	營 (shang)	Zhou		?	j ĭw	2 shang
1478	y w	739	營 (shang)	Baxter		?	y w	2 shang
2481	ĭw ɛ ŋ ˥˩	1241	營 (xia)	Zhou		?	ĭw ɛ ŋ ˥˩	2 xia
2482	jw e ng .	1241	營 (xia)	Baxter		?	jw e ng .	2 xia
435	. au . ˥	218	爪 (xia)	Zhou	ʧʰau˥	?	. au . ˥	0 xia
436	. æw . X	218	爪 (xia)	Baxter	ʧʰau˥	?	. æw . X	0 xia
3126	ʧ ĭ	1582	爭 (shang)	Zhou	ʧĭe˩˥', '爭		ʧ ĭ	
3181	tsr j	1582	爭 (shang)	Baxter			tsr j	
1479	. ĭw	740	爲 (shang)	Zhou		?	. ĭw	2 shang
1480	h w	740	爲 (shang)	Baxter		?	h w	2 shang
2483	ĭw e . ˩	1242	爲 (xia)	Zhou		?	ĭw e . ˩	2 xia
2484	jw e . .	1242	爲 (xia)	Baxter		?	jw e . .	2 xia
437	ĭ a k .	219	爵 (xia)	Zhou	dzʰĭak	?	ĭ a k .	0 xia
438	j æ k .	219	爵 (xia)	Baxter	dzʰĭak	?	j a k .	0 xia
129	bʰ .	65	父 (shang)	Zhou	bʰəŋ˩˥	?	bʰ .	0 shang
130	b .	65	父 (shang)	Baxter	bʰəŋ˩˥	?	b .	0 shang
2485	ĭ e . ˥	1243	爾 (xia)	Zhou		?	ĭ e . ˥	2 xia
2486	j e . X	1243	爾 (xia)	Baxter		?	j e . X	2 xia
1481	dʒʰ ĭ	741	牀 (shang)	Zhou		?	dʒʰ ĭ	2 shang
1482	dzr j	741	牀 (shang)	Baxter		?	dzr j	2 shang
439	i e p .	220	牒 (xia)	Zhou	xiep	?	i e p .	0 xia
440	j e p .	220	牒 (xia)	Baxter	xiep	?	j e p .	0 xia
2487	. a . ˥˩	1244	牙 (xia)	Zhou		?	. a . ˥˩	2 xia
2488	. æ . .	1244	牙 (xia)	Baxter		?	. æ . .	2 xia
1483	ŋ ĭ	742	牛 (shang)	Zhou		?	ŋ ĭ	2 shang
1484	ng j	742	牛 (shang)	Baxter		?	ng j	2 shang
2489	. ɑu . ˥˩	1245	牢 (xia)	Zhou		?	. ɑu . ˥˩	2 xia
2490	. aw . .	1245	牢 (xia)	Baxter		?	. aw . .	2 xia
993	ĭu ə t .	497	物 (xia)	Zhou		?	ĭu ə t .	1 xia
994	j u t .	497	物 (xia)	Baxter		?	j u t .	1 xia
1485	dʰ i	743	特 (shang)	Zhou		?	dʰ i	2 shang
1486	d .	743	特 (shang)	Baxter		?	d .	2 shang
131	kʰ i	66	牽 (shang)	Zhou	kʰien˥	?	kʰ i	0 shang
132	kh j	66	牽 (shang)	Baxter	kʰien˥	?	kh j	0 shang
995	. æi . ˩˥	498	犗 (xia)	Zhou		?	. æi . ˩˥	1 xia
996	. æj . H	498	犗 (xia)	Baxter		?	. æj . H	1 xia
441	ĭw ɐ m ˥	221	犯 (xia)	Zhou	kʰĭwɐm˥ / ţʰĭwɐm˥ / pĭwɐm˥ / pʰĭwɐm˥	?	ĭw ɐ m ˥	0 xia
442	jw o m X	221	犯 (xia)	Baxter	kʰĭwɐm˥ / ţʰĭwɐm˥ / pĭwɐm˥ / pʰĭwɐm˥	?	jw o m X	0 xia
133	dʒʰ .	67	犲 (shang)	Zhou	dʒʰæi˩˥	?	dʒʰ .	0 shang
134	dzr .	67	犲 (shang)	Baxter	dʒʰæi˩˥	?	dzr .	0 shang
997	i e k .	499	狄 (xia)	Zhou		?	i e k .	1 xia
998	. e k .	499	狄 (xia)	Baxter		?	. e k .	1 xia
2491	iw e k .	1246	狊 (xia)	Zhou		?	iw e k .	2 xia
2492	w e k .	1246	狊 (xia)	Baxter		?	w e k .	2 xia
2493	. a p .	1247	狎 (xia)	Zhou		?	. a p .	2 xia
2494	. æ p .	1247	狎 (xia)	Baxter		?	. æ p .	2 xia
2495	ĭ əi . ˥	1248	狶 (xia)	Zhou		?	ĭ əi . ˥	2 xia
2496	j ɨj . X	1248	狶 (xia)	Baxter		?	j ɨj . X	2 xia
443	w ɐ ŋ ˥	222	猛 (xia)	Zhou	kwɐŋ˥ / ʔwɐŋ˥ / bʰɐŋ˥	?	w ɐ ŋ ˥	0 xia
444	w æ ng X	222	猛 (xia)	Baxter	kwɐŋ˥ / ʔwɐŋ˥ / bʰɐŋ˥	?	w æ ng X	0 xia
445	u ɒi ˥	223	猥 (xia)	Zhou	luɒi˥ / tʰuɒi˥ / kʰuɒi˥ / dʰuɒi˥	?	u ɒi . ˥	0 xia
446	w oj . X	223	猥 (xia)	Baxter	luɒi˥ / tʰuɒi˥ / kʰuɒi˥ / dʰuɒi˥	?	w oj . X	0 xia
3144	ţ .	1559	猪 (shang)	Zhou	'ţɐŋ˩˥', '猪		ţ .	
3152	tr .	1559	猪 (shang)	Baxter			tr .	
3156		1566	猪 (shang)	Baxter			tr .	
3164	tr .	1565	猪 (shang)	Baxter			tr .	
3165	ţ .	1565	猪 (shang)	Zhou	'ţɐŋ˩˥', '猪'		ţ .	
135	ɣ w	68	獲 (shang)	Zhou	ɣwæn˩	?	ɣ w	0 shang
136	h w	68	獲 (shang)	Baxter	ɣwæn˩	?	h w	0 shang
2497	. æ k .	1249	獲 (xia)	Zhou		?	. æ k .	2 xia
2498	. ɛ k .	1249	獲 (xia)	Baxter		?	. ɛ k .	2 xia
137	ŋ .	69	玉 (shang)	Zhou	ŋɐm˩˥	?	ŋ .	0 shang
138	ng .	69	玉 (shang)	Baxter	ŋɐm˩˥	?	ng .	0 shang
2499	ĭw o k .	1250	玉 (xia)	Zhou		?	ĭw o k .	2 xia
2500	j ow k .	1250	玉 (xia)	Baxter		?	j ow k .	2 xia
1487	. ĭ	744	王 (shang)	Zhou		?	. ĭ	2 shang
1488	h j	744	王 (shang)	Baxter		?	h j	2 shang
2501	ĭw a ŋ ˩	1251	王 (xia)	Zhou		?	ĭw a ŋ ˩	2 xia
2502	jw a ng .	1251	王 (xia)	Baxter		?	jw a ng .	2 xia
2503	u ɑ n ˩˥	1252	玩 (xia)	Zhou		?	u ɑ n ˩˥	2 xia
2504	w a n H	1252	玩 (xia)	Baxter		?	w a n H	2 xia
2505	i e m ˥	1253	玷 (xia)	Zhou		?	i e m ˥	2 xia
2506	. e m X	1253	玷 (xia)	Baxter		?	. e m X	2 xia
2507	ĭ ĕ n ˩	1254	珍 (xia)	Zhou		?	ĭ ĕ n ˩	2 xia
2508	. i n .	1254	珍 (xia)	Baxter		?	. i n .	2 xia
999	. a n ˥˩	500	班 (xia)	Zhou		?	. a n ˥˩	1 xia
1000	. æ n .	500	班 (xia)	Baxter		?	. æ n .	1 xia
2509	ĭ ə . ˥	1255	理 (xia)	Zhou		?	ĭ ə . ˥	2 xia
2510	. i . X	1255	理 (xia)	Baxter		?	. i . X	2 xia
2511	ĭ ɛ m ˥	1256	琰 (xia)	Zhou		?	ĭ ɛ m ˥	2 xia
2512	j e m X	1256	琰 (xia)	Baxter		?	j e m X	2 xia
3257	w e . H	1635	瑞 (xia)	Baxter	dzyweH	new	w e . H	
3263	ĭw e . ˩˥	1635	瑞 (xia)	Zhou	nʑĭwe˩˥	new	ĭw e . ˩˥	
447	ĭ e t .	224	瑟 (xia)	Zhou	ʧĭet / dʒʰĭet	?	ĭ e t .	0 xia
448	j e t .	224	瑟 (xia)	Baxter	ʧĭet / dʒʰĭet	?	j e t .	0 xia
2513	w a . ˥	1257	瓦 (xia)	Zhou		?	w a . ˥	2 xia
2514	w æ . X	1257	瓦 (xia)	Baxter		?	w æ . X	2 xia
2515	. ɑ m ˥˩	1258	甘 (xia)	Zhou		?	. ɑ m ˥˩	2 xia
2516	. a m .	1258	甘 (xia)	Baxter		?	. a m .	2 xia
2517	ĭ ĕ m ˥	1259	甚 (xia)	Zhou		?	ĭ ĕ m ˥	2 xia
2518	. i m X	1259	甚 (xia)	Baxter		?	. i m X	2 xia
2519	i e m ˥˩	1260	甜 (xia)	Zhou		?	i e m ˥˩	2 xia
2520	. e m .	1260	甜 (xia)	Baxter		?	. e m .	2 xia
139	ʃ w	70	生 (shang)	Zhou	ʃwan˩˥	?	ʃ w	0 shang
140	sr w	70	生 (shang)	Baxter	ʃwan˩˥	?	sr w	0 shang
2521	ĭw o ŋ ˩˥	1261	用 (xia)	Zhou		?	ĭw o ŋ ˩˥	2 xia
2522	j ow ng H	1261	用 (xia)	Baxter		?	j ow ng H	2 xia
1489	p ĭ	745	甫 (shang)	Zhou		?	p ĭ	2 shang
1490	p j	745	甫 (shang)	Baxter		?	p j	2 shang
2523	ĭ u . ˥	1262	甫 (xia)	Zhou		?	ĭ u . ˥	2 xia
2524	j u . X	1262	甫 (xia)	Baxter		?	j u . X	2 xia
2525	i e n ˩	1263	田 (xia)	Zhou		?	i e n ˩	2 xia
2526	. e n .	1263	田 (xia)	Baxter		?	. e n .	2 xia
2527	ĭ əu . ˥˩	1264	由 (xia)	Zhou		?	ĭ əu . ˥˩	2 xia
2528	j uw . .	1264	由 (xia)	Baxter		?	j uw . .	2 xia
